Cycle,0.675462450593
Average Width,5.19052786634
Width,,6.18414558985,5.71552764709,5.78197479345,5.51085616985,5.46339809793,5.43881220267,5.39171631328,5.22511314005,5.39420092466,5.38327279161,5.25173510012,5.25812651074,5.27338735561,5.22435060067,4.90659390096,5.02140889667,4.99939208809,5.17164633268,5.01412020633,4.69376743564,4.74463394256,4.84290137463,5.26567192565
Point0,H1,(27.3076209839 69),(21.5661136911 209),(21.0568282555 354),(21.8599000167 502),(20.6795202999 644),(21.4032490504 776),(19.6596652276 915),(20.4521433512 1050),(18.2505416342 1194),(20.2431254934 1334),(20.1742669794 1466),(16.3301722348 1598),(17.8291457259 1732),(18.714161447 1872),(13.9609965376 2011),(16.1332088023 2154),(13.1302767278 2288),(17.2580171618 2405),(20.9492883351 2520),(14.9973215518 2648),(13.0531374054 2806),(16.5564554755 2982),(21.129440554 3157),(19.9695618934 3319),
Point0,H2,,(8.24079465373 234),(6.34272169891 377),,(4.37870710096 667),,(7.9148846236 938),(5.86798470998 1081),,(6.68429968219 1358),,,,(3.49123601643 1897),,,,,,,,,,,
Point0,H3,,(13.4342138614 254),(10.4587191055 393),,(9.42838740103 689),,(11.4197296326 954),(9.39558898095 1101),,(8.69284436018 1377),,,,(8.84748893763 1916),,,,,,,,,,,
Point0,H4,(10.0754281402 92),(1.38398017226 297),(1.23557253219 451),(6.85138357467 527),(3.50479630395 727),(8.11382206876 815),(2.81951007319 997),(1.62598694374 1138),(6.69808427449 1225),(3.41664685046 1412),(6.60172721636 1496),(-0.00590145510019 1630),(7.16982912704 1754),(0.715212840648 1956),(3.89141501205 2039),(4.48212506341 2188),(1.85075608272 2314),(5.39114956349 2428),(4.54251422382 2549),,,,,,
Point0,H5,(15.259083107 114),(1.3983867082 300),(1.24022626621 455),(10.3419476381 555),(3.5224754945 731),(8.68015600552 828),(4.21695800822 1009),(3.37893198484 1152),(10.3446171363 1247),(4.21859506625 1423),(10.4900501841 1519),(2.85150617877 1649),(11.345574486 1773),(1.29909302882 1968),(9.02184400825 2064),(7.8232701976 2210),(5.33619598023 2336),(8.59992557819 2452),(8.54293637895 2571),,,,,,
Point0,H6,(-0.00260169868584 175),(-0.000409269112426 318),(8.881784197e-16 475),(7.1054273576e-15 601),(3.5527136788e-15 750),(8.881784197e-15 882),(-1.59872115546e-14 1024),(6.2172489379e-15 1168),(6.2172489379e-15 1306),(6.2172489379e-15 1440),(-0.00959443002346 1569),(-0.00590145510019 1630),(-0.0969708702012 1691),(-7.1054273576e-15 1839),(-4.4408920985e-15 1982),(3.5527136788e-15 2125),(-1.02140518266e-14 2256),(-0.00255333335679 2363),(-8.881784197e-16 2496),(7.9936057773e-15 2622),(1.42108547152e-14 2785),(-0.00865581817396 2955),(-0.0308015141976 3060),(-0.00266563948501 3131),(-3.5527136788e-15 3261),(8.881784197e-15 3413),
Point1,H1,(38.6745623642 33),(35.5592781994 173),(33.9222801404 318),(34.9609543083 467),(33.5891266975 609),(36.0596861922 741),(32.9930240801 879),(36.5851612175 1014),(32.7267128364 1159),(33.499354363 1298),(36.069489504 1430),(33.1471249478 1562),(33.8764284842 1697),(33.5007499685 1837),(32.6802714501 1975),(32.7192488837 2118),(30.2388382948 2250),(35.3649821409 2369),(40.2120534815 2485),(39.6562718741 2612),(37.1981674039 2772),(41.1076255059 2947),(45.3349874614 3123),(36.9863056347 3283),
Point1,H2,(11.8605367105 57),(14.3319654987 199),(11.8742666066 343),,(7.58033046752 633),(14.4916611399 769),(12.1000045789 904),(12.4205223175 1046),,(8.57018926239 1322),,,(8.32207724488 1720),(8.1218789303 1863),,,,,,,(15.1785975864 2793),(19.2987215891 2969),,
Point1,H3,(19.8654776925 78),(20.2296221594 217),(17.5194904367 360),,(15.1712846989 654),(14.5090713465 772),(17.5244380583 921),(17.7088568675 1066),,(14.2575590103 1350),,,(15.5989821413 1740),(17.2304719818 1883),,,,,,,(17.9328774192 2806),(22.9856990956 2982),,
Point1,H4,(5.50464284904 115),(3.76101636538 259),(2.61191477039 418),(12.125745636 491),(4.77368487208 690),(14.4307885986 778),(5.02461507441 963),(4.07797267082 1104),(10.5945615668 1190),(5.53804936359 1379),(13.3962382145 1459),(8.10784836303 1593),(4.21264680874 1778),(3.48502384112 1921),(11.0391618016 2005),(10.1095486282 2149),(6.62752580307 2278),(9.42453361237 2393),(14.0609586679 2515),,(4.01486362471 2873),(7.48860947943 3047),,
Point1,H5,(5.70878595486 122),(4.26534768678 268),(3.21888363689 428),(15.1177194511 520),(5.47413909835 699),(16.0253738581 794),(6.0680810775 973),(5.95043882632 1117),(16.8185928846 1211),(6.11456638619 1387),(19.09885087 1483),(14.1527599466 1613),(4.6968560621 1787),(5.3072089906 1933),(17.4916425976 2027),(17.8315899235 2173),(13.38069 2300),(16.3628320416 2417),(17.064749614 2538),,(4.57900378195 2884),(11.9815678983 3066),,
Point1,H6,(1.42108547152e-14 141),(1.42108547152e-14 285),(1.95399252334e-14 442),(2.6645352591e-14 574),(8.881784197e-15 715),(-8.881784197e-15 846),(3.5527136788e-15 988),(5.3290705182e-15 1133),(7.1054273576e-15 1270),(3.19744231092e-14 1404),(3.01980662698e-14 1533),(-0.00825227903957 1664),(-7.1054273576e-15 1805),(0.0 1948),(7.1054273576e-15 2091),(1.7763568394e-14 2221),(-0.00949355150909 2335),(3.19744231092e-14 2460),(2.6645352591e-14 2587),(1.42108547152e-14 2748),(1.06581410364e-14 2920),(1.7763568394e-14 3098),(-0.00740497701365 3230),
Point2,H1,(31.9179696855 32),(30.1715240204 172),(29.2748629084 317),(32.2943388604 466),(30.8963375834 608),(32.7877477457 740),(30.657244766 877),(33.4431728264 1013),(30.3516569192 1158),(32.3878273166 1297),(34.9120624517 1429),(32.2949813633 1561),(35.4429051032 1696),(33.9650279204 1836),(34.4691012435 1973),(34.8925386225 2117),(32.6625719752 2247),(36.8824906956 2368),(40.7010956818 2484),(42.4375749043 2611),(42.9619255755 2771),(45.0970531506 2946),(47.5014147708 3122),(40.9326256699 3282),
Point2,H2,(10.0005458669 56),(12.5835167265 198),(10.8102044116 341),,(6.94096242352 632),(13.0131674023 767),(12.3543083243 902),(11.519335061 1044),,(7.79164023146 1321),,,(8.16994788364 1719),(8.43332976928 1861),(12.5304136189 2003),,,,,,,(20.6432350763 2967),,
Point2,H3,(17.5263822979 78),(17.7244443526 216),(15.5388083362 358),,(13.6699543774 654),(13.1506623452 774),(17.2298295048 919),(16.7949864243 1064),,(14.0586589942 1348),,,(15.8162244924 1739),(18.3180418766 1882),(19.0501706432 2025),,,,,,,(24.811497567 2981),,
Point2,H4,(4.54744385226 115),(2.9847266127 258),(2.42233368861 417),(10.6900427351 490),(3.893126604 689),(13.1482251799 776),(4.9287267275 962),(4.45560555018 1104),(9.80748601263 1189),(4.94361465555 1378),(13.3046905823 1457),(8.09090917313 1591),(3.69397550519 1777),(3.43587760973 1919),(4.60085379737 2069),(11.3141167324 2148),(8.01126901698 2277),(10.4067891587 2391),(15.2088380252 2514),,,(7.30777256235 3046),,
Point2,H5,(4.63390007333 120),(3.61134604892 267),(3.0784352897 428),(14.2342923202 519),(4.52641309127 699),(15.2548961606 794),(5.59649520821 971),(5.97556320988 1116),(15.7551369409 1210),(5.5479812102 1386),(19.0138301382 1482),(15.4705726525 1612),(4.12140508056 1785),(5.7810545676 1932),(4.64942764565 2073),(19.0662797761 2173),(14.4789205578 2299),(17.2981835738 2415),(17.4825023635 2535),,,(12.2568248151 3066),,
