Cycle,0.750501207729
Average Width,3.46051020115
Width,,2.97804354308,4.23785122976,3.65919433535,3.33949175746,3.49594279849,3.30800108833,3.18506762424,3.4923890475,3.27177326006,4.00206259282,3.35139183347,3.43803452321,3.35661416667,3.23531979381,3.14156612971,3.11696152512,6.4888009828,3.26803338138,3.56305571007,4.02677919862,3.58700699914,3.43791818297,3.75939452487,3.53525625086
Point0,H1,(8.57703131619 33),(9.93867008537 182),(7.34883635991 336),(9.59990440963 491),(9.75200516521 646),(8.79659246204 802),(7.27331996548 952),(6.81553225679 1110),(8.70359749744 1270),(10.8634604692 1429),(8.11217506866 1576),(6.90174808427 1735),(8.05783218217 1892),(6.4169414452 2044),(7.65465074867 2197),(6.26320409908 2380),(11.129548753 2530),(9.01594121295 2685),(7.37880087631 2841),(8.76236135915 3004),(8.44218078179 3163),(7.8441724464 3324),(7.8697516635 3478),(8.8475464654 3636),
Point0,H2,(2.89663566986 67),(3.14594919227 228),(3.177339065 377),,,,(2.88260125954 998),,(2.69569611949 1316),(4.38501624969 1460),,(2.06206287628 1778),,(6.30031374621 2053),,,,(4.62110016251 2719),(2.42526365749 2880),(4.65060112701 3039),(4.37090929449 3210),,(3.50422362417 3520),,
Point0,H3,(3.6748941869 81),(3.69143515226 241),(3.39678221731 390),,,,(3.26911158304 1011),,(2.79643575109 1324),(4.7753670221 1475),,(2.60962136408 1792),,(6.30174803683 2055),,,,(5.13560864275 2734),(3.99845590917 2904),(6.23938327692 3057),(4.48347099284 3221),,(3.91622247612 3534),,
Point0,H4,(1.23186983173 106),(1.31341020386 271),(5.77315972805e-15 423),(0.691546081299 583),,(0.398352110171 901),(0.885079108027 1047),,(-0.00583077147065 1354),(2.11020784865 1505),,(0.412687303431 1819),(0.128229639036 1993),(1.78134286107 2088),,,,(3.33696108541 2759),(5.77315972805e-15 2947),(1.63704428923 3105),(1.79261401154 3253),,(1.85478355765 3565),,
Point0,H5,(1.37505878107 115),(1.3389625022 277),(0.88287621836 444),(0.873974673618 595),,(0.750070002428 912),(0.8875925532 1051),,(2.77422817456 1380),(2.3206409175 1519),,(1.17209808588 1838),(0.174637178634 2000),(2.54502169538 2106),,,,(3.46911963687 2768),(1.50111896847 2963),(2.19716856082 3118),(2.59131456608 3272),,(1.94305315064 3574),,
Point0,H6,(-0.00777298845655 142),(7.9936057773e-15 301),(5.77315972805e-15 423),(-0.00407497826245 616),(8.881784197e-15 767),(7.1054273576e-15 925),(3.99680288865e-15 1082),(-0.00573680363368 1244),(-0.00583077147065 1354),(-0.000112663785771 1548),(1.7763568394e-15 1687),(1.7763568394e-15 1855),(-4.4408920985e-15 2010),(-4.4408920985e-16 2168),(6.2172489379e-15 2306),(0.247249399643 2405),(4.4408920985e-15 2494),(5.3290705182e-15 2657),(4.88498130835e-15 2813),(2.42526365749 2880),(5.77315972805e-15 2947),(3.5527136788e-15 3135),(-2.22044604925e-15 3295),(1.33226762955e-15 3429),(-4.4408920985e-16 3601),
Point1,H1,(16.8045829531 34),(14.6600025886 187),(15.6182809954 337),(16.486092558 489),(15.5081203613 642),(15.1215953022 799),(14.6560544114 956),(13.5758657571 1108),(15.2142444356 1266),(15.1302783541 1423),(14.3637363559 1580),(13.5189746173 1729),(14.5142367135 1886),(14.3185396839 2044),(14.2657155724 2196),(12.5626989872 2352),(11.9677860586 2514),(14.8432590761 2683),(13.2186960593 2842),(13.1075823203 2995),(13.3720557084 3157),(13.5227897784 3316),(12.7839501528 3477),(13.6616161546 3632),(13.1089335005 3789),
Point1,H2,(8.43355076861 76),(3.51326861211 238),(5.32453161474 378),,(6.16181597078 686),,,(6.23942328229 1151),,,,(4.54064180914 1775),,,,,(2.99766335147 2558),,,,,(6.44497595299 3357),(6.59554690303 3512),,
Point1,H3,(8.45018009134 80),(3.55746669404 244),(6.78202054502 393),,(6.64435765683 696),,,(6.74999498658 1163),,,,(4.84729442863 1785),,,,,(4.85559023251 2574),,,,,(7.03624027362 3370),(7.00671851869 3524),,
Point1,H4,(3.17139826875 122),(-0.00313154416985 276),(1.7685548444 424),(6.70222894488 545),(2.74473074876 720),(5.96291758308 846),(0.994189565331 1053),(1.85103355733 1206),(6.33142946465 1312),(0.625620331308 1516),(0.905237060556 1675),(1.80269003259 1817),(1.06922934677 1978),(1.71993270663 2139),(0.745864112169 2295),(0.459745551523 2457),(1.58876122596 2605),(3.17917344865 2778),,(0.155559152583 3101),(1.59261353616 3261),(1.52551211667 3415),(2.68710134914 3553),,
