Cycle,0.845522875817
Average Width,6.20466623681
Width,,0.0,9.39798971145,8.16093070416,6.43696685138,6.88787553573,6.51549342661,6.70140546516,6.385922521,6.06489284552,5.87805948562,5.44748079871,5.40591017552,5.29256265933,5.39700755134,5.25668069189,5.46655203635,5.26700307313,4.98781511174
Point0,H1,(18.8690159147 36),(16.8324202319 214),(15.3192577808 389),(16.1654603501 572),(14.657684552 752),(15.1261741335 933),(15.9103993528 1112),(14.0518413833 1271),(14.3371321021 1446),(12.2989732576 1622),(11.3421010138 1797),(11.4388123626 1985),(11.0543037473 2178),(10.779276494 2361),(11.1100296202 2550),(12.3312522862 2743),(12.56578954 2933),(9.60857081379 3114),
Point0,H2,,,(7.87758145211 439),(9.22408313505 613),,,,(7.1624044131 1316),,,,(6.88038983016 2039),,,,,,
Point0,H3,,,(7.97415555341 447),(9.37719028834 623),,,,(7.45462663344 1327),,,,(6.895464388 2044),,,,,,
Point0,H4,(3.61908074516 148),,(3.22098424655 513),(2.54011227357 689),(0.749996774621 870),(8.68269632839 980),(9.15907507693 1157),(2.07580380701 1377),(2.85196791591 1553),(2.08953571304 1726),(6.94737452408 1845),(5.31460517196 2069),(8.04029107843 2215),(2.06685720162 2482),(7.90522746536 2594),(1.74770110439 2865),,
Point0,H5,(3.61964357457 150),,(3.45941305664 522),(2.93762562668 700),(0.783728340235 876),(9.20216864691 992),(9.45202897641 1168),(2.18563311876 1385),(2.86594642311 1557),(2.34981981808 1738),(7.05897328672 1854),(5.4282471259 2079),(8.11798055158 2225),(2.09051786912 2487),(8.00328081283 2603),(1.9314085235 2875),,
Point0,H6,(2.6645352591e-15 176),(-1.24344978758e-14 356),(-6.2172489379e-15 541),(-0.00214982460287 719),(-7.9936057773e-15 895),(-1.7763568394e-15 1082),(8.881784197e-16 1240),(5.3290705182e-15 1407),(5.3290705182e-15 1583),(2.6645352591e-15 1762),(3.5527136788e-15 1949),(4.4408920985e-15 2142),(6.2172489379e-15 2324),(9.7699626167e-15 2514),(7.1054273576e-15 2715),(8.881784197e-16 2900),(-8.881784197e-15 3086),
Point1,H1,(21.119106662 37),(23.3653513275 213),(23.0773242878 390),(23.0086057336 572),(21.8919191639 754),(23.2968848794 933),(23.2990999623 1113),(22.6448353832 1271),(23.5780853984 1446),(22.4601288236 1621),(22.5244528202 1797),(21.3770181498 1983),(21.4258686291 2178),(21.5948600544 2359),(21.5969138761 2550),(22.4669313305 2743),(22.4842859423 2934),(20.5965535544 3116),
Point1,H2,,,(11.5343608999 438),(11.7353339514 614),(10.0778084686 801),,,(10.2286056903 1316),,,(12.4167483281 1846),,,,,,,
Point1,H3,,,(11.7699066499 447),(11.8986118053 623),(10.4050600621 812),,,(10.8741172773 1328),,,(12.6493791198 1853),,,,,,,
Point1,H4,(3.08822961894 146),(10.4067706729 263),(3.96928691405 513),(2.97007363757 689),(1.86448777039 867),(11.4278557618 980),(11.5933560538 1157),(3.58302336995 1380),(3.94646365028 1556),,(3.7768981379 1924),(11.2610136673 2038),,,(12.0384917615 2597),,,
Point1,H5,(3.44509803378 156),(10.4917042906 269),(4.38376998981 523),(3.74955474517 700),(1.88399134269 872),(12.1000315654 991),(12.0243463732 1168),(3.59443784045 1383),(3.96144821893 1560),,(3.84065892238 1930),(11.3325277152 2044),,,(12.2515146314 2605),,,
Point1,H6,(-7.1054273576e-15 176),(1.06581410364e-14 357),(3.5527136788e-15 541),(7.1054273576e-15 719),(-0.0045834783163 895),(5.3290705182e-15 1082),(5.3290705182e-15 1241),(3.5527136788e-15 1407),(-1.7763568394e-14 1583),(-5.3290705182e-15 1760),(-3.5527136788e-15 1949),(1.06581410364e-14 2141),(1.06581410364e-14 2325),(3.5527136788e-15 2515),(-0.000967576112888 2714),(-3.5527136788e-15 2900),(0.0 3086),
Point2,H1,(10.7562667761 35),(17.583806011 211),(17.1061688656 390),(18.5976510842 570),(17.7615708205 752),(19.997068764 932),(18.8431463677 1111),(19.2924297171 1269),(19.8673845717 1443),(19.1071191329 1618),(19.6621343339 1796),(19.8699727207 1981),(20.1314795426 2176),(20.2031215154 2356),(21.65755576 2548),(21.3764002357 2741),(22.881551465 2932),(19.5941760817 3119),
Point2,H2,,,(8.40755896583 439),,,(10.6545237112 979),,(9.3093895585 1315),,,,,,,,(10.0149179197 2787),,
Point2,H3,,,(8.47306498339 445),,,(10.7799521873 987),,(9.61335688483 1325),,,,,,,,(10.2952301733 2797),,
