Cycle,0.935284090909
Average Width,5.36880298589
Width,,6.0636519425,5.23243420353,3.92508311986,9.15180472066,4.43848137879,13.4185105714,4.76767391452,3.64032171612,5.55761868405,0.0,6.68606404651,3.62202950627,5.03941747548,4.50462223238,8.05086126728,6.69932023751,7.04046446511,7.03126570852,6.47393109642,5.59143273261,4.92131310846
Point0,H1,(14.4644777432 51),(5.02920690818 232),(4.5764640938 311),(8.78476987913 441),(7.01696733109 651),(10.0641785905 859),(7.51327044594 1061),(3.71988729065 1166),(8.28216136894 1272),(8.93247842368 1489),(8.76955384768 1693),(3.23572143335 1875),(7.94466103113 2113),(6.43734692686 2294),(9.15457263119 2505),(9.0528767161 2719),(8.62985063372 2926),(8.55849751361 3136),(8.38658736172 3322),(7.59944579069 3530),(7.6685707734 3736),(7.8320835291 3943),(9.31263934153 4152),
Point0,H2,,,,(8.13827193662 453),,(5.48719253433 902),,,,,,,(3.97108424396 2138),(4.18876834061 2337),(2.01516874367 2615),,,,,,,
Point0,H3,,,,(8.5705319394 463),,(5.92916905995 915),,,,,,,(4.1880951448 2147),(4.9415614908 2358),(2.03989047218 2622),,,,,,,
Point0,H4,,,,(3.80547209996 490),,(1.3732543873 991),(3.14491082259 1114),(1.45736874544 1203),,,(0.417321937448 1814),,(2.12628195657 2179),(3.45996949089 2386),(1.23780705945 2643),(3.6919290433 2825),,(0.418995932561 3267),(8.881784197e-15 3445),,,
Point0,H5,,,,(4.36120736238 504),,(1.96074551202 1006),(3.18704271353 1121),(1.46036552398 1206),,,(0.555625176056 1825),,(2.24284900344 2193),(4.15969697318 2404),(1.54637866847 2655),(3.69664201672 2830),,(0.700512143236 3279),(0.986653948307 3465),,,
Point0,H6,(-0.0831017218813 208),(-7.9936057773e-15 277),(-0.031231209684 399),(-0.00418588001486 610),(-3.5527136788e-15 814),(-1.33226762955e-15 1025),(-1.06581410364e-14 1231),(4.4408920985e-16 1437),(-1.15463194561e-14 1642),(6.66133814775e-15 1843),(-0.0023262370627 2052),(-0.00525621802761 2251),(-5.3290705182e-15 2461),(4.4408920985e-15 2673),(6.2172489379e-15 2879),(-1.06581410364e-14 3086),(-1.7763568394e-15 3293),(8.881784197e-15 3445),(-4.88498130835e-15 3704),(-2.6645352591e-15 3892),(-4.4408920985e-15 4113),
Point1,H1,(18.2472431887 52),(6.7454096059 233),(11.1515303573 442),(9.71113558993 651),(12.4480075523 860),(10.4182207592 1065),(11.2141369191 1274),(11.2353617104 1487),(11.1723966981 1678),(6.14600227212 1877),(10.6976234036 2090),(9.86190478459 2294),(11.5831879512 2508),(11.9345141204 2713),(10.549665565 2924),(10.8060609076 3137),(10.2327786873 3323),(10.1046570007 3531),(9.8444930209 3737),(9.61331763482 3944),(10.8497290989 4152),
Point1,H2,,(-0.00419207226739 280),(10.4605565306 455),,(6.45267153125 907),(4.34883222494 1116),,,,,,(4.96981278663 2342),,,(3.56637475803 3004),,,,,,,
Point1,H3,,(3.92496087719 311),(10.6991287965 463),,(6.50704621821 914),(4.35689228506 1120),,,,,,(5.6737889008 2357),,,(3.75733250782 3016),,,,,,,
Point1,H4,,(0.318244964718 366),(5.19013957391 493),(0.409963528676 790),(1.5104394244 996),(3.13916118529 1144),,(4.60162492812 1543),(1.20251235247 1813),,,(3.87958847357 2384),(5.495461643 2558),,(2.6645352591e-15 3086),(0.5746968142 3271),(0.408780645958 3445),,,,,
Point1,H5,,(0.494781133099 379),(5.41311914568 503),(0.57904211323 800),(1.86572104389 1007),(3.91805638511 1163),,(4.72272702527 1552),(1.33780200695 1823),,,(4.22686507213 2400),(5.5313605333 2563),,(10.3146725728 3118),(0.668305058747 3279),(1.17638787851 3461),,,,,
