Cycle,0.803703703704
Average Width,3.38257973525
Width,,3.36283088075,3.49806974974,3.6973680482,3.54933465366,3.51373986951,3.59296510787,3.36074806581,3.12585306025,3.21031037676,3.21987080344,3.06955371287,3.37227634989,3.60180249206,3.55612882557,3.20004010998,3.43879969054,3.57961382033,3.47261561673,3.27644286984
Point0,H1,(10.3173677521 29),(12.140152327 205),(12.0211084948 390),(11.4836763153 571),(11.2115559744 750),(8.5188328344 915),(7.62939547659 1083),(6.49226554805 1248),(7.04741926656 1422),(5.98726484406 1588),(4.8261272052 1656),(7.81116903461 1763),(8.1063413427 1947),(8.48495282573 2124),(6.76164826965 2296),(8.19614340794 2461),(8.3692675214 2635),(6.59440544608 2797),(6.99224673423 2974),(8.05035429208 3150),
Point0,H2,(5.96248279487 70),,(6.06157109752 427),(5.01477749805 615),,(5.12850913221 949),(5.11355310896 1107),,,,(3.45805667334 1678),(4.80508148633 1819),(3.61218183722 1978),,(4.95860832299 2317),(4.74105790092 2505),(4.84511521766 2658),(4.88697170963 2813),,
Point0,H3,(6.48735183238 86),,(6.47417255517 442),(5.73230007229 630),,(6.29817910658 967),(5.18660944103 1114),,,,(3.57320507204 1687),(5.11813489279 1835),(5.21596047338 2000),,(5.38394750055 2330),(5.18380406988 2518),(4.92057681229 2664),(5.20625308793 2822),,
Point0,H4,(3.40727550055 125),(7.79787317018 234),(2.27483217641 506),(2.24217039428 673),,(2.40565926137 1017),,(1.36116150887 1336),(0.586409076249 1498),(3.64086018856 1615),,(1.63161066236 1871),(2.5944650482 2031),(4.46254394416 2153),(4.92403923604 2346),(2.02457763073 2564),(0.616268842043 2737),(3.47402689141 2840),,
Point0,H5,(3.54195530856 134),(8.69069257799 257),(2.28895993778 510),(2.69748253272 690),,(2.51024713677 1025),,(2.37109400251 1356),(1.37274959122 1534),(4.03898403967 1632),,(2.20550176452 1887),(3.29443534145 2053),(5.76244786865 2172),(5.07168358045 2356),(2.0259241888 2567),(1.75811942014 2756),(4.7716124485 2857),,
Point0,H6,(4.4408920985e-15 173),(7.9936057773e-15 356),(1.50990331349e-14 540),(8.881784197e-16 721),(7.1054273576e-15 884),(1.7763568394e-15 1051),(0.0 1220),(-0.00434922522101 1394),(0.586409076249 1498),(-0.00612952324611 1556),(8.881784197e-16 1732),(-0.000940082288369 1911),(4.4408920985e-15 2087),(3.5527136788e-15 2261),(-3.5527136788e-15 2431),(-3.5527136788e-15 2605),(-2.6645352591e-15 2773),(-3.5527136788e-15 2946),(1.7763568394e-15 3122),
Point1,H1,(17.7212153174 26),(20.3330627454 203),(19.4436067881 385),(19.985104776 570),(19.10590447 749),(16.0132176854 915),(15.9984889663 1080),(17.6671804705 1245),(17.2772395052 1419),(16.127691528 1585),(17.6844566048 1759),(17.4945473182 1943),(17.0666863311 2120),(16.4409344866 2290),(17.3932068835 2459),(18.0425242769 2634),(17.3092580274 2798),(18.2546373441 2971),(20.8860581213 3148),
Point1,H2,,,(10.035524361 421),,(8.03172803932 786),(7.57742210921 949),,,(7.78258807232 1457),,,,,,(7.66610041381 2503),(8.24725143217 2679),,,
Point1,H3,,,(10.7742144361 435),,(9.44967677687 804),(9.83305191481 968),,,(8.40661983075 1473),,,,,,(8.20183575843 2515),(8.61802659457 2690),,,
Point1,H4,,,(2.87141106969 502),,(2.99502138688 852),(2.52998226327 1012),,,(2.77025324857 1523),,(9.4725346768 1799),,,(8.24049958305 2325),(2.47988572615 2563),(2.84349841531 2742),(8.73882334253 2836),,
