Cycle,0.707269503546
Average Width,4.33230257834
Width,,3.63707426845,3.63974062596,3.37206909251,3.73108427643,3.55753328096,3.99988372637,3.95602758243,3.65961478348,4.32311910708,3.95006399276,4.29139927938,4.45754899531,4.29039753409,4.15586578491,4.03231783345,4.27954389115,4.3161070604,4.94261983955,4.00259923953,4.42917522435,5.25215146681,4.98634484285,4.76286791926,4.87298634854,4.54799267685,4.3103365218,4.98422845902,4.42484265464,3.97524664067,4.46327100057,4.12684835346,5.43658287824,5.43105679004,6.4134226028,5.54225454812,5.18179049515,4.89201758158,5.12967729783,5.61012864182,5.76247148962,5.39645950857,4.72812317895,4.74977271758,5.79895624716,4.54561431471,4.48036376929,4.38364749219,3.90213415958,4.06947708876,4.51259171877,4.17192158075,3.87729065942,4.16373339892,4.12824305874,4.35321531101,4.29103951625,4.59186946171,4.08253445418,4.02645910728,4.34101538791,4.49278092383,4.58385010372,4.49874326817,5.12658150426,4.63970299878,4.57726592151,4.86711427706,4.29457951976,4.62423999524,4.6895427147,4.85386369941,5.37358996217,5.91301029013,4.42056869197,3.66354310122,4.44649622226,4.18698299559,4.21421621323,3.55401258414,3.95363906761,4.38065917185,4.52270729499,4.23453237508,4.3227504912,4.40461321494,4.20920863083,4.23148489789,4.3290117255,4.29219894354,3.88374570074,3.68335905702,3.70946706488,3.6214241495,3.4406284606,3.53643927039
Point0,H1,(10.3826030359 34),(12.9781669949 171),(11.9292566912 324),(11.8387794628 482),(11.3206917391 619),(13.8414171449 758),(13.976217976 897),(12.7009499019 1043),(15.4463435481 1195),(13.6620747445 1347),(13.3120135527 1487),(15.1170364122 1621),(16.9745193071 1759),(16.0908693907 1906),(14.7281686464 2052),(13.9427808279 2196),(14.5966327403 2327),(16.7910955516 2461),(16.1657726895 2600),(17.3414531627 2752),(17.4476501336 2912),(15.615316597 3062),(15.4481121427 3195),(16.2857069956 3322),(16.4082523259 3454),(16.5718878858 3589),(17.9820735004 3731),(16.094673188 3867),(13.4883580767 3994),(15.4714704231 4126),(15.935231269 4264),(18.0490158228 4422),(18.3208442564 4583),(16.3953586298 4728),(17.3010135757 4858),(17.9716834659 4984),(17.8644648443 5117),(18.5901441925 5264),(18.3857034725 5418),(17.7282061092 5577),(15.7917596216 5721),(14.3549617276 5856),(16.10242299 5980),(17.5845025647 6114),(16.5647708207 6262),(16.6084936869 6420),(15.4225482235 6579),(11.8725916388 6732),(11.5171514553 6873),(13.0800465364 7006),(13.3805284275 7139),(13.0331388844 7276),(14.9918391282 7428),(13.1640928947 7584),(13.1813948123 7737),(12.5483026227 7877),(13.4431312463 8007),(13.3601019021 8134),(13.0507860404 8266),(14.9600132234 8408),(15.5340112794 8569),(15.642052348 8735),(14.4686788551 8900),(14.0366770645 9052),(13.575466754 9194),(13.8599924491 9326),(14.1085713877 9457),(15.2292263199 9594),(15.6887822391 9749),(14.7177589099 9909),(15.1380692328 10072),(14.2900275486 10229),(13.2348999933 10369),(11.2077349171 10494),(9.81954474351 10614),(13.3623975224 10734),(12.4277716031 10865),(13.4802411542 11016),(11.8252046826 11176),(12.9896825099 11336),(12.0009098733 11488),(14.2856731508 11634),(14.4981948967 11781),(13.1745877737 11918),(13.931758526 12050),(13.6117152101 12184),(13.5173115037 12325),(14.2287448466 12469),(13.275164733 12618),(14.7788430471 12763),(11.2608628723 12902),(13.0587273816 13042),(11.5047884182 13178),(10.7458785272 13321),(10.8865724571 13467),
Point0,H2,(4.8671011607 62),(6.08817050968 206),(6.82515605551 356),(5.62371048447 509),(3.49220787069 658),(6.34712395917 790),(6.72387426272 929),(5.10426778534 1069),(6.86881699316 1230),(4.40596374373 1376),(5.01488134267 1519),(6.22516537804 1650),(7.54061882606 1794),(7.04060295004 1938),(6.23856565569 2082),(4.93605996385 2226),(6.17547135483 2355),(7.0509173147 2496),(7.36182878146 2636),(8.43555523219 2784),(7.37520010296 2946),(5.6907353222 3090),(5.12818755514 3228),(7.27898624139 3358),(6.97819741421 3489),(6.96960396164 3627),(8.17548826889 3762),(5.41885617285 3901),(4.89844594973 4031),(7.65609017002 4161),(7.26550540453 4303),(8.94205576777 4455),(7.83748232335 4619),(5.55522170522 4758),(5.61284383794 4893),(7.54971802782 5025),(8.32058998052 5152),(8.47965459277 5297),(7.82386897179 5453),(7.04043609076 5612),(5.8166224604 5752),(6.65643056396 5887),(6.66315756384 6018),(8.86761377684 6147),,,(7.29141692901 6618),(5.08808973635 6769),(4.14701324554 6905),(6.19788665818 7039),(6.42130268665 7170),(6.41380827665 7311),(7.4900476923 7462),,(5.66752923783 7772),(4.04063390482 7909),(5.06105394457 8046),(4.83251183076 8179),(6.58051856756 8305),(7.52533687789 8451),(7.60435643821 8609),(8.35795435824 8768),(7.39478859292 8927),(4.94109595398 9083),(5.07857197064 9229),(5.8265125297 9361),(6.16937260139 9491),(5.66621273623 9632),(7.43696219473 9783),(7.38259909506 9942),(7.06358519681 10111),(4.74888541575 10259),(5.30101911637 10399),(3.61513654 10527),(3.48403286797 10643),,(6.454618993 10913),(7.05282152741 11053),(5.10917287181 11220),(6.13409740366 11372),(5.29212356928 11519),(7.4909383388 11666),(6.43737918132 11812),(5.15271434872 11950),(6.08113172108 12081),(5.80978195071 12223),(6.53155523361 12358),(6.67226495403 12503),(6.76217478635 12654),(6.7318384504 12799),(4.51126250545 12930),(6.03136108293 13073),(6.00862534223 13213),,
Point0,H3,(6.29296491846 82),(6.89958530009 222),(7.07351809052 374),(7.46558112463 532),(4.79174249356 674),(6.8228097071 811),(7.27821106648 944),(6.42408367645 1097),(7.77417648226 1246),(6.45460598839 1402),(7.15171206987 1539),(7.45295242302 1676),(7.94812376861 1809),(7.76304371105 1957),(7.31515726761 2108),(6.09713167218 2245),(8.24913996033 2382),(7.97363259261 2511),(8.40672252671 2653),(10.1163095644 2805),(7.49021552201 2955),(7.49613279464 3114),(7.50110750536 3248),(8.76615362549 3376),(8.13502164018 3504),(7.4555708964 3644),(9.05471172753 3783),(7.65083718604 3920),(6.99637540536 4051),(8.86286735578 4177),(7.59641538502 4317),(9.82619871361 4476),(8.4118395458 4634),(8.1275872856 4780),(6.85803222085 4912),(8.1756945116 5038),(9.67415924095 5168),(9.1676241229 5314),(8.82654933649 5470),(7.94827253066 5627),(8.3031934335 5775),(8.27897566066 5905),(7.2461420312 6031),(9.05951248028 6160),,,(7.9599296723 6636),(6.08442547941 6786),(6.22690413706 6927),(7.42709425628 7056),(6.88845720392 7186),(7.28244882384 7327),(7.97813352286 7480),,(7.0557616048 7791),(5.30598132176 7927),(5.40976049855 8060),(5.47618261045 8193),(7.02760390079 8317),(7.97989383112 8464),(7.8121433753 8621),(8.45373200968 8776),(9.00992939787 8951),(7.64388270438 9105),(6.443698257 9248),(6.97464739196 9377),(6.69346392153 9505),(6.48489401707 9647),(7.79239499825 9795),(7.43695191719 9952),(7.68205523817 10126),(6.56132883642 10285),(7.17711722775 10419),(5.079391585 10546),(5.18997499648 10663),,(6.56811907523 10923),(7.12987757924 11061),(5.85434999045 11235),(6.91776282684 11390),(6.93175578744 11539),(8.30931533538 11688),(6.85562418323 11828),(7.67202031859 11969),(7.70743538934 12100),(6.30527572266 12237),(7.81516359283 12378),(7.32314950926 12521),(7.58512007931 12669),(8.01801705221 12817),(5.92501813206 12950),(6.48709179304 13089),(6.57615785279 13227),,
Point0,H4,,(2.86378010168 261),,,,,,(1.87347209987 1141),,,,,,,,,,,(2.57959051289 2695),(2.66387498808 2853),,,,,,,,,,,(2.35568038579 4362),,,,,,,(1.55825447248 5366),,,,,,,(2.37179634047 6359),(0.905215248678 6516),,,,,,,(2.10839742774 7526),,,,,,,(1.76766094035 8516),(1.93020412155 8675),(2.54720496889 8833),,,,,,,,(1.22751990231 10025),,,,,,,,(0.431299078495 11127),,,(2.65001459448 11574),,,,,,,,,,(1.95160630865 12982),,,,
Point0,H5,,(2.87656187898 265),,,,,,(2.07670697964 1150),,,,,,,,,,,(2.5865668151 2698),(2.74867987932 2859),,,,,,,,,,,(2.36103211796 4364),,,,,,,(1.70463025705 5374),,,,,,,(2.41687038569 6364),(1.82143411521 6529),,,,,,,(2.17004803741 7533),,,,,,,(2.04064090056 8526),(2.83226242408 8687),(2.69540518789 8841),,,,,,,,(1.22863974793 10027),,,,,,,,(0.471610285343 11134),,,(2.65425315706 11577),,,,,,,,,,(2.01149700646 12988),,,,
Point0,H6,(-1.42108547152e-14 139),(-7.1054273576e-15 290),(-1.59872115546e-14 449),(-7.9936057773e-15 589),(-1.24344978758e-14 722),(-6.2172489379e-15 863),(-3.5527136788e-15 1008),(-1.86517468137e-14 1166),(-0.00202195852862 1313),(-1.06581410364e-14 1455),(-1.06581410364e-14 1584),(0.0 1727),(-9.7699626167e-15 1871),(-0.00275869762981 2017),(-0.000545021804844 2162),(1.59872115546e-14 2297),(-3.5527136788e-15 2431),(2.6645352591e-15 2569),(-7.1054273576e-15 2719),(-8.881784197e-15 2879),(-1.95399252334e-14 3028),(-0.00149317557728 3165),(-1.33226762955e-14 3293),(-1.7763568394e-15 3423),(-7.1054273576e-15 3554),(0.0 3695),(-1.24344978758e-14 3837),(-4.4408920985e-15 3966),(-5.3290705182e-15 4094),(-1.7763568394e-15 4235),(-7.9936057773e-15 4389),(4.4408920985e-15 4551),(6.2172489379e-15 4698),(-5.3290705182e-15 4828),(1.59872115546e-14 4956),(3.5527136788e-15 5087),(1.68753899743e-14 5231),(1.24344978758e-14 5389),(2.6645352591e-15 5547),(5.3290705182e-15 5691),(-1.24344978758e-14 5824),(1.7763568394e-15 5951),(3.5527136788e-15 6079),(-8.881784197e-15 6224),(-0.00711132520907 6385),(1.7763568394e-15 6544),(3.5527136788e-15 6702),(-2.6645352591e-15 6845),(-0.00152186599109 6975),(4.4408920985e-15 7106),(1.7763568394e-15 7247),(7.9936057773e-15 7392),(0.0 7551),(7.9936057773e-15 7703),(2.13162820728e-14 7843),(1.24344978758e-14 7976),(1.7763568394e-14 8102),(-0.00169761032362 8234),(2.30926389122e-14 8377),(1.33226762955e-14 8541),(-1.7763568394e-15 8704),(1.33226762955e-14 8866),(1.15463194561e-14 9022),(-3.17045520193e-05 9165),(2.30926389122e-14 9295),(7.1054273576e-15 9424),(0.0 9565),(1.50990331349e-14 9710),(6.2172489379e-15 9873),(-0.00300923849175 10044),(1.24344978758e-14 10196),(2.6645352591e-15 10335),(3.5527136788e-15 10465),(-4.4408920985e-16 10585),(-7.9936057773e-15 10703),(-4.4408920985e-15 10832),(-1.68753899743e-14 10978),(1.7763568394e-15 11146),(-0.00083843756039 11306),(-1.15463194561e-14 11455),(-1.42108547152e-14 11600),(-0.00100100432494 11746),(-1.33226762955e-14 11887),(-6.2172489379e-15 12017),(-7.9936057773e-15 12154),(-0.000481350057274 12288),(2.6645352591e-15 12432),(4.4408920985e-15 12587),(1.15463194561e-14 12732),(7.9936057773e-15 12869),(3.5527136788e-15 13008),(8.881784197e-16 13150),(1.7763568394e-15 13292),(4.4408920985e-15 13437),
Point1,H1,(12.5807075437 33),(15.4757241721 169),(14.1896268855 324),(13.5838662331 482),(12.2714473571 619),(15.0921381151 757),(14.6891342499 896),(13.4853462046 1043),(14.71778181 1194),(13.4329870747 1347),(12.6802556944 1487),(14.388914943 1621),(16.0419983903 1759),(15.5127967664 1905),(14.2052463978 2052),(13.4379678103 2195),(13.2259476579 2326),(15.0013343298 2461),(15.914390011 2600),(16.3863883601 2751),(16.3427626465 2912),(14.6733572548 3061),(14.9405564616 3194),(15.414005144 3322),(15.9255627314 3454),(16.0182582843 3588),(16.7645056751 3730),(14.8990003713 3867),(14.15473965 3994),(15.7107848579 4125),(16.8006884689 4264),(18.1615349401 4422),(17.2881548002 4583),(15.2656373051 4727),(16.0121581552 4857),(17.6678580815 4984),(17.52373435 5117),(18.0600645412 5262),(17.6246940469 5417),(16.9221496607 5576),(15.2613916526 5720),(14.2081999524 5856),(15.5654161296 5980),(16.8311747087 6113),(17.3197656027 6261),(16.8532710599 6419),(16.213652129 6579),(14.1047739468 6731),(13.2881299989 6873),(14.3208282265 7007),(15.5357494509 7138),(16.3149648123 7275),(17.154460213 7428),(15.6684259857 7584),(14.8525966336 7736),(13.8153419996 7877),(13.959658125 8006),(15.3269582404 8134),(15.1693571871 8265),(16.7235083272 8408),(17.5627655062 8569),(17.4547919215 8735),(16.390184138 8900),(15.1237384553 9052),(15.1883025545 9193),(15.8804971105 9325),(16.7261852416 9457),(18.7208224183 9593),(19.1594159492 9748),(17.5830105237 9909),(17.8274133357 10071),(15.9354226791 10229),(14.4237284474 10369),(13.6392459628 10494),(13.7208927274 10613),(15.6468596538 10733),(15.8428894233 10865),(16.9102852317 11015),(16.5926898259 11175),(16.2537690778 11335),(14.1587823362 11488),(17.0315010505 11633),(17.1891570017 11780),(14.8208652057 11917),(15.8537441063 12050),(16.2869168148 12183),(16.6492937555 12324),(16.5122349546 12468),(15.7175756649 12617),(17.0020051959 12763),(14.4353068611 12901),(16.0077471023 13041),(15.2420161913 13178),(14.7120982797 13319),(14.7819115317 13467),
Point1,H2,(4.75486154435 61),(5.95708178 206),(6.27467113199 358),(5.12063482077 510),(3.6376554992 655),(6.11637135538 789),(6.33725408708 928),(4.98428452889 1071),(5.85298331598 1228),(4.23261294097 1375),(3.92328408705 1518),(5.61491474326 1651),(6.46390722528 1792),(6.20634386746 1937),(5.54658884448 2081),(4.22682739151 2224),(4.69252943894 2355),(5.96011062704 2495),(6.76458557252 2634),(7.67490875074 2784),(6.50819824645 2943),(5.2485857705 3091),(4.50036875929 3228),(5.74923873708 3357),(6.19770511576 3488),(6.61224003216 3633),(7.03115263068 3760),(4.51551112868 3900),(4.44028291114 4029),(6.80783800118 4159),(6.48721051258 4302),(8.20801380905 4453),(6.51297915184 4618),(5.01208439791 4759),(4.62368971267 4892),(7.02151466642 5023),(7.76258044565 5150),(7.73238831311 5296),(7.04152062532 5454),(5.9298341415 5610),(4.97154925295 5752),(6.11236450558 5886),(5.72516555284 6017),(7.99611522384 6145),(8.53661637434 6291),(7.19385844029 6451),(7.32209000321 6623),(5.56301923458 6768),(4.54138092145 6907),(5.47674430512 7038),(6.60140721491 7169),(7.02194921617 7311),(8.06594783176 7468),(6.56210733865 7620),(5.31150956283 7769),(4.25295840638 7907),(5.33258036578 8039),(5.49140842904 8179),(6.46051853664 8303),(7.64142364832 8448),(8.04880307521 8606),(8.00693028898 8767),(7.11091224336 8927),(4.80151922573 9083),(5.10441633053 9228),(5.71677251002 9359),(6.83155512926 9490),(6.8160531335 9631),,(7.5072664926 9942),(7.51630716345 10106),(5.27323795199 10257),(4.80362439703 10398),(4.12770574905 10526),(4.47484624892 10644),(6.15209143142 10769),(6.93470220277 10902),(7.48230357846 11055),(6.7548010996 11218),(6.49955027344 11371),(5.48705155293 11518),(7.31755835533 11664),(6.32852495221 11810),(5.36801136037 11949),(5.45144527825 12079),(6.19763766971 12222),(7.12583993035 12356),(7.10356589495 12507),(6.98821584255 12653),(6.27379767918 12797),(4.78663915844 12929),(6.6266424411 13070),(5.84377544229 13215),,
Point1,H3,(6.15090355711 80),(6.78845653333 223),(6.62142984202 377),(7.17892535873 532),(5.25816770278 674),(6.4829040597 811),(6.88301259768 944),(5.80728880241 1097),(7.01985913875 1246),(6.02132806817 1402),(6.26910741022 1538),(6.67872838363 1678),(6.99000506689 1807),(7.00004330855 1957),(6.66335309075 2105),(5.56592863691 2244),(6.70494362828 2382),(7.26752364255 2511),(8.09699524084 2653),(8.84135508314 2803),(6.97182313443 2956),(7.23005241869 3114),(6.64718795073 3248),(7.61496992959 3376),(7.38550642795 3504),(6.79130529288 3644),(7.88732235041 3778),(6.79912958357 3920),(6.69614572461 4050),(7.9010827037 4175),(7.33002128068 4318),(8.91736901665 4474),(7.65941383982 4635),(7.15795182982 4783),(6.46769395373 4912),(7.9617260955 5039),(9.1977048877 5168),(8.66711802436 5314),(7.86083891654 5471),(7.47983241202 5628),(7.37368946981 5775),(7.59243836603 5904),(6.99395344886 6033),(8.37705887705 6158),(8.54272670409 6295),(7.19560798931 6453),(7.625014184 6635),(7.20910087916 6786),(6.29201377185 6927),(7.21293684017 7058),(7.46099171909 7188),(7.75949841947 7326),(8.14831962227 7478),(6.57623661055 7626),(6.75550342811 7789),(5.94261650374 7927),(5.62177190968 8056),(5.9133041791 8191),(7.05494929815 8317),(8.18290541545 8462),(8.44332072324 8620),(8.64898502649 8783),(8.84541346819 8951),(7.68215550783 9104),(6.63188678369 9247),(7.48663249772 9377),(7.386328513 9503),(7.96143665954 9647),,(7.70472550202 9958),(8.28378755808 10123),(6.75560932625 10281),(7.41099462002 10419),(5.78089733852 10546),(5.41352531371 10663),(6.59632947545 10782),(7.08137761991 10916),(7.69529068208 11066),(7.2781859719 11231),(7.46282386341 11388),(7.28047709281 11538),(8.44146309811 11685),(7.22338768468 11829),(7.99303136014 11969),(7.23218983038 12100),(7.43724354044 12239),(8.20979158954 12378),(7.30121690498 12520),(7.8843660647 12668),(7.82474969429 12815),(6.73350312488 12951),(7.74926088191 13086),(6.85642836033 13230),,
Point1,H4,,(2.4266206174 262),,,,,,(1.29693177351 1141),,,,,,,,,,,(2.45761523813 2693),(2.07642152261 2853),,,,,,,,,,,,,,,,,,(1.69991238532 5365),(1.16067722302 5523),,,,,,(2.09561081749 6356),(1.28320293625 6515),(2.28563522821 6675),,,,,,(2.18025164212 7526),(-3.5527136788e-15 7687),,,,,,(1.9568220424 8515),(1.85445328999 8675),(2.42427125266 8834),(1.77356950437 8997),(1.47185934445 9141),,,,,,,,,,,,,,,,(2.07774025782 11428),(2.56794707856 11573),,,,,,,,,,(2.74218385075 12981),(2.50625850009 13129),,,
