Cycle,0.758038235294
Average Width,7.07704667477
Width,,11.8667859535,7.44530911333,7.29109153135,5.77982010601,9.05914291859,7.63400886174,6.6794425105,7.97137113913,10.4241332158,8.87668897532,7.80727958805,6.42155279888,7.37582804263,6.25037329083,6.06573371015,5.81361728527,5.5478797883,7.17440865253
Point0,H1,(7.3875159821 101),(5.75700401977 211),(6.32510461969 381),(3.81899224201 474),(10.2974646508 573),(9.02191958324 734),(7.99241826575 922),(10.4845348648 1084),(11.8065427707 1260),(12.4182759361 1414),(9.46091894543 1562),(7.88882506743 1707),(9.69854168635 1870),(6.9997443498 2045),(8.28651516023 2181),(5.61918139457 2342),(4.23993099558 2448),(10.907838569 2536),(7.0444065346 2679),(13.1012977277 2867),(8.51519911747 2960),
Point0,H2,,,,,,,,,,(7.82639850631 1438),(-0.00474670418778 1605),(2.12643184764 1753),,,(3.30417977352 2248),,,,,,,
Point0,H3,,,,,,,,,,(11.1200125081 1465),(2.42346838615 1622),(3.52257338526 1777),,,(3.50765149548 2256),,,,,,,
Point0,H4,,,(3.05135134145 421),,(3.46322435732 607),(-0.00391685361389 851),(0.641452749515 979),(6.4290004767 1115),(-0.00311519536833 1339),(4.24613336256 1492),(0.622859324313 1643),(1.35412028367 1798),(1.00974893736 1956),(3.73631906196 2085),(1.41839765985 2277),,(7.9936057773e-15 2480),(4.11428189676 2573),(3.5527136788e-15 2723),(5.3290705182e-15 2903),,
Point0,H5,,,(3.29395134625 432),,(6.69442966872 634),(0.585241950468 866),(4.1687064443 998),(6.45520021629 1120),(3.92078834894 1377),(5.96837360771 1508),(0.868245491344 1659),(1.78485232577 1808),(1.40111769202 1968),(3.89102116408 2095),(2.17010937311 2289),,(3.86824514861 2500),(4.89615749353 2592),(1.86386551041 2746),(6.99945327014 2934),,
Point0,H6,(-0.000193006663241 1),(-0.00638035454241 151),(-0.00338921990955 322),(1.7763568394e-15 532),(7.1054273576e-15 676),(-0.00391685361389 851),(0.641452749515 979),(-0.00810688891495 1041),(-1.7763568394e-15 1203),(-0.00311519536833 1339),(-0.0465322338825 1534),(-0.00474670418778 1605),(-0.00587645018927 1677),(5.3290705182e-15 1824),(-9.32587340685e-15 1985),(-3.5527136788e-15 2144),(0.0 2307),(7.9936057773e-15 2480),(5.3290705182e-15 2642),(3.5527136788e-15 2723),(-0.129784750823 2788),(5.3290705182e-15 2903),(-0.0389697363107 2983),
Point1,H1,(7.3881013211 27),(7.08667471045 205),(8.59496286953 382),(11.0492485795 573),(11.361613839 733),(10.2616692958 917),(12.5676121959 1084),(12.0923054148 1257),(11.0496753285 1417),(11.6284544564 1563),(10.5692069272 1708),(11.773530979 1870),(10.792999905 2022),(11.4688021456 2180),(9.45394258859 2345),(10.9095818099 2535),(11.4813083754 2679),(12.0724077199 2844),
Point1,H2,,,,,(6.30353255402 781),,,,(6.71012798355 1442),,,,,,(1.92815053981 2433),,,,
Point1,H3,,,,,(6.30660083519 784),,,,(8.53138058264 1469),,,,,,(2.58749232626 2452),,,,
Point1,H4,(4.54329676823 78),(0.143673493819 312),(2.33030505391 454),(3.96327503998 608),(-7.1054273576e-15 853),(2.66320893536 980),,(-6.2172489379e-15 1344),(3.16080644858 1495),(2.43260115094 1606),,(1.19026678633 1958),,(1.41828520431 2279),(-0.00834018597292 2479),(5.22993359755 2582),(3.97088157459 2729),,
Point1,H5,(4.91972315892 102),(0.463332840367 327),(2.81103147339 471),(5.58990477367 634),(0.791565732331 868),(4.15147643197 998),,(1.15345255742 1368),(4.01573492119 1509),(4.61800176019 1623),,(1.81902762568 1970),,(1.67180737548 2289),(8.19698428659 2506),(5.27115705614 2589),(4.25088201297 2742),,
Point1,H6,(2.6645352591e-15 151),(1.33226762955e-15 343),(-0.0075874435635 530),(-0.000584584894275 676),(-7.1054273576e-15 853),(-1.7763568394e-15 1044),(-0.010241487416 1210),(-6.2172489379e-15 1344),(-7.1054273576e-15 1533),(5.77315972805e-15 1676),(-0.00420274373208 1824),(4.4408920985e-15 1986),(6.2172489379e-15 2144),(7.1054273576e-15 2307),(-0.00834018597292 2479),(-0.00029966319081 2643),(8.881784197e-16 2797),(0.0 2906),
Point2,H1,(8.5083194219 32),(9.68183071695 210),(12.4028915157 383),(12.7495365399 572),(13.1385560914 735),(12.5641329221 916),(14.5187445679 1084),(14.4577897976 1256),(12.1391391492 1421),(12.8644854072 1565),(13.2224618869 1710),(14.925602966 1858),(13.3080969913 2020),(15.3159262005 2182),(13.7324390213 2347),(11.9182758349 2511),(14.2880654871 2681),(14.4462016217 2846),
Point2,H2,,(5.29804284204 250),(2.30136079273 468),(4.66099797391 614),(7.45369504372 781),(5.47050566989 956),,,(7.70849209196 1446),,(3.45741557294 1758),,(7.02349456866 2064),,,(10.8626937015 2524),,
Point2,H3,,(5.40517317504 260),(2.89885054262 485),(4.9295837567 628),(7.49851170246 786),(5.94335649359 968),,,(7.97499713152 1469),,(3.77116279282 1775),,(7.18860569615 2074),,,(11.0874526986 2533),,
Point2,H4,(3.19350173455 72),,(1.11874056571 507),,(1.02277465345 855),,,(1.53301299026 1352),(3.45925344098 1497),(3.13699124485 1608),(0.240289637074 1802),(1.22884378654 1958),,,(1.11925758376 2455),(1.86805422654 2619),,
