Cycle,0.614102564103
Average Width,4.39811255084
Width,,4.69266398335,4.20800941532,4.39560897229,3.88951373895,4.20303325301,4.52552034893,4.08193791732,4.25700062743,4.17821708105,4.60055236175,3.99446011063,4.14620224076,4.18257407216,4.43769225404,4.52914699299,4.28396962879,4.3016607085,4.39654355824,5.45194073641,4.40053501691,5.46886324507,4.42979100677,4.34528176861,4.64632577487,4.61512579298,5.67454804683,5.82761813553
Point0,H1,(15.3143107527 30),(12.9639840244 158),(13.7812361621 286),(10.7433201827 419),(11.0167237514 553),(12.8141681704 681),(12.0797404088 810),(13.0215449483 941),(10.9909758784 1068),(15.2545958209 1195),(11.3915986751 1318),(11.2114420079 1439),(10.3929940701 1561),(13.1509213461 1688),(13.2683564973 1807),(13.7035284732 1931),(12.6951150701 2048),(10.5781049099 2168),(9.39395152897 2281),(9.74813625437 2404),(6.96589528529 2534),(5.98517044646 2667),(5.42478435786 2803),(7.07494195647 2934),(6.99805663664 3069),(7.80881046709 3211),(8.37130802947 3352),
Point0,H2,,,,,,,,(4.56978800007 975),,,,,,,,,,,,,(1.33806805997 2562),(0.190499487108 2717),(4.47592598527 2823),(3.33922084009 2962),,(4.2647949791 3234),,
Point0,H3,,,,,,,,(4.61728335344 982),,,,,,,,,,,,,(2.2599281106 2579),(0.28758528853 2725),(5.22577746263 2844),(4.08783194282 2978),,(4.37729594942 3242),,
Point0,H4,(9.11200792729 61),,(6.94127008509 321),(6.82964722861 447),(5.81433555161 577),(6.48292461155 709),(7.32906664636 835),(0.249166292188 1014),(4.42952931974 1095),(7.45800199126 1222),(6.33912870341 1345),(5.67241560738 1465),(3.32347744595 1586),(4.6784067334 1715),(4.07976758725 1841),(3.23431622094 1959),(4.64015413735 2076),(5.17245314148 2200),(3.00272251345 2308),(5.06747358162 2431),(-0.0219554593236 2606),(-0.363968546545 2743),(2.6074776496 2876),(0.474431164494 3010),(4.16260553363 3111),(4.29363715663 3251),,
Point0,H5,(9.15858974292 68),,(6.97659522036 326),(7.69643637735 463),(6.55332804118 592),(7.00713639776 721),(7.54485106855 844),(1.99048899122 1029),(5.7057419649 1114),(8.38771252193 1237),(7.54460340553 1363),(7.31575518234 1481),(5.81612720182 1607),(7.17373365839 1734),(5.83270945071 1860),(6.3109708972 1978),(5.86339524481 2091),(5.87375201207 2215),(3.92544140556 2332),(5.70528598612 2446),(0.594792306194 2625),(0.0401773702625 2759),(2.60762977339 2877),(1.36621117963 3027),(4.17204555655 3115),(4.77644487086 3265),,
Point0,H6,(-0.00482720153753 1),(-8.881784197e-15 127),(4.4408920985e-15 258),(0.0 388),(4.4408920985e-15 521),(-4.4408920985e-15 646),(1.7763568394e-15 777),(3.5527136788e-15 912),(8.881784197e-16 1043),(-8.881784197e-16 1162),(3.5527136788e-15 1286),(8.881784197e-16 1412),(-2.22044604925e-15 1532),(-0.00764935408017 1652),(-3.5527136788e-15 1780),(-1.15463194561e-14 1904),(-9.7699626167e-15 2018),(-7.1054273576e-15 2132),(-3.5527136788e-15 2255),(3.5527136788e-15 2370),(-0.00999250571077 2503),(-0.111246077945 2640),(-0.363968546545 2743),(4.88498130835e-15 2903),(6.66133814775e-15 3043),(3.5527136788e-15 3182),(8.881784197e-16 3313),
Point1,H1,(15.8952580075 28),(15.854821013 154),(15.6791679044 286),(15.4776724903 418),(13.7795391555 550),(15.1415206528 679),(16.5885657804 808),(16.0516021794 937),(14.0677675076 1067),(18.0316339905 1192),(14.2749458397 1316),(13.7379539913 1440),(12.7761755995 1560),(15.579781386 1685),(15.5403205502 1808),(16.5778375277 1928),(16.2563467712 2045),(13.9518208774 2162),(10.5651720552 2280),(12.7411295617 2400),(9.10005513014 2531),(9.25120967872 2664),(8.69796047228 2795),(10.4304680615 2932),(10.596535402 3067),(10.4099852836 3209),(10.0334102412 3347),
Point1,H2,,,,,,,(9.05017610789 837),,,,,,,,,,,,,,(1.88799642776 2560),,,(4.24593181236 2960),,,
Point1,H3,,,,,,,(9.08092294918 842),,,,,,,,,,,,,,(3.61123070364 2578),,,(4.6781003858 2972),,,
Point1,H4,,,(3.16139140019 361),(7.28469421464 448),(6.23713433875 574),(7.9750547636 706),(1.60803724417 888),(1.0737852233 1015),(6.87478833574 1094),(8.51483122453 1217),(6.41838734534 1342),(7.30718422467 1463),(4.72271857013 1585),(4.30428700681 1709),(3.96869153496 1834),(5.03805363612 1954),(6.41144224103 2073),(6.72911764859 2187),(3.88870606213 2307),(6.4182519634 2429),(-0.00808140980593 2605),(-0.362231809073 2740),(5.10938369087 2819),(0.930871624639 3016),(5.29611155003 3102),,
